iter	Passed	Remaining
768	16016	4811
769	16031	4788
770	16045	4765
771	16060	4743
772	16075	4720
773	16090	4698
774	16104	4675
775	16117	4652
776	16130	4629
777	16142	4606
778	16155	4583
779	16167	4559
780	16180	4537
781	16193	4514
782	16204	4490
783	16217	4468
784	16229	4445
785	16242	4422
786	16253	4399
787	16267	4376
788	16281	4354
789	16297	4332
790	16315	4310
791	16328	4288
792	16341	4265
793	16353	4242
794	16365	4220
795	16378	4197
796	16390	4174
797	16403	4152
798	16416	4129
799	16431	4107
800	16444	4085
801	16456	4062
802	16470	4040
803	16483	4018
804	16497	3996
805	16512	3974
806	16530	3953
807	16543	3931
808	16556	3908
809	16570	3886
810	16581	3864
811	16593	3841
812	16606	3819
813	16619	3797
814	16633	3775
815	16648	3754
816	16660	3731
817	16672	3709
818	16684	3687
819	16697	3665
820	16711	3643
821	16727	3622
822	16745	3601
823	16758	3579
824	16773	3558
825	16787	3536
826	16803	3515
827	16818	3493
828	16836	3472
829	16853	3451
830	16872	3431
831	16892	3410
832	16910	3390
833	16932	3370
834	16954	3350
835	16979	3330
836	16998	3310
837	17023	3290
838	17044	3270
839	17064	3250
840	17084	3229
841	17103	3209
842	17123	3189
843	17143	3168
844	17168	3149
845	17191	3129
846	17208	3108
847	17224	3087
848	17240	3066
849	17256	3045
850	17272	3024
851	17287	3002
852	17300	2981
853	17312	2959
854	17326	2938
855	17339	2916
856	17353	2895
857	17372	2875
858	17389	2854
859	17404	2833
860	17417	2811
861	17429	2790
862	17441	2768
863	17456	2747
864	17470	2726
865	17487	2705
866	17502	2684
867	17516	2663
868	17529	2642
869	17542	2621
870	17555	2600
871	17569	2579
872	17586	2558
873	17608	2538
874	17631	2518
875	17651	2498
876	17701	2482
877	17746	2465
878	17791	2449
879	17831	2431
880	17864	2413
881	17909	2396
882	17941	2377
883	17972	2358
884	18004	2339
885	18028	2319
886	18048	2299
887	18064	2278
888	18081	2257
889	18097	2236
890	18113	2215
891	18130	2195
892	18147	2174
893	18162	2153
894	18177	2132
895	18192	2111
896	18209	2090
897	18230	2070
898	18252	2050
899	18268	2029
900	18286	2009
901	18303	1988
902	18320	1968
903	18338	1947
904	18354	1926
905	18371	1906
906	18386	1885
907	18403	1864
908	18419	1843
909	18440	1823
910	18462	1803
911	18481	1783
912	18501	1762
913	18519	1742
914	18535	1721
915	18554	1701
916	18570	1680
917	18588	1660
918	18609	1640
919	18626	1619
920	18647	1599
921	18667	1579
922	18687	1558
923	18705	1538
924	18721	1517
925	18737	1497
926	18754	1476
927	18773	1456
928	18791	1436
929	18808	1415
930	18826	1395
931	18842	1374
932	18859	1354
933	18881	1334
934	18904	1314
935	18921	1293
936	18938	1273
937	18955	1252
938	18974	1232
939	18992	1212
940	19008	1191
941	19025	1171
942	19042	1151
943	19058	1130
944	19081	1110
945	19105	1090
946	19124	1070
947	19140	1049
948	19156	1029
949	19173	1009
950	19191	988
951	19208	968
952	19225	948
953	19240	927
954	19255	907
955	19275	887
956	19298	867
957	19319	846
958	19341	826
959	19359	806
960	19377	786
961	19396	766
962	19413	745
963	19431	725
964	19447	705
965	19464	685
966	19487	665
967	19513	645
968	19531	624
969	19546	604
970	19563	584
971	19582	564
972	19603	543
973	19619	523
974	19638	503
975	19655	483
976	19672	463
977	19690	442
978	19712	422
979	19736	402
980	19753	382
981	19771	362
982	19790	342
983	19812	322
984	19828	301
985	19844	281
986	19861	261
987	19878	241
988	19894	221
989	19913	201
990	19933	181
991	19956	160
992	19974	140
993	19991	120
994	20008	100
995	20026	80
996	20043	60
997	20059	40
998	20075	20
999	20091	0
