iter	Logloss
409	0.2151480185
410	0.2150908571
411	0.2150626934
412	0.2150318475
413	0.214983166
414	0.2149409067
415	0.2148829395
416	0.2148580792
417	0.2148340872
418	0.2147630145
419	0.2147201596
420	0.2146655323
421	0.2145961674
422	0.2145249416
423	0.2144969953
424	0.2144542171
425	0.2143804666
426	0.2143487827
427	0.2143169329
428	0.2142616913
429	0.2142079812
430	0.2141557319
431	0.2141071382
432	0.214063629
433	0.2140015401
434	0.2139634642
435	0.2139266154
436	0.2138878082
437	0.2138471642
438	0.2138016441
439	0.2137500865
440	0.2137097495
441	0.2136738302
442	0.2136289788
443	0.2135807993
444	0.2135566356
445	0.2135083611
446	0.2134429121
447	0.2133980007
448	0.2133792005
449	0.2133347824
450	0.2132578531
451	0.2132185987
452	0.2131725104
453	0.2131369767
454	0.2131102571
455	0.213051153
456	0.2130099612
457	0.2129687126
458	0.2129119262
459	0.2128758517
460	0.212839863
461	0.2127966554
462	0.2127498169
463	0.2127211184
464	0.2126952495
465	0.2126450625
466	0.2126099072
467	0.2125578177
468	0.2125170199
469	0.212488431
470	0.2124312547
471	0.2123866025
472	0.212327804
473	0.212278172
474	0.2122397936
475	0.2122056672
476	0.2121551931
477	0.2121364914
478	0.2120979201
479	0.21205372
480	0.2120034902
481	0.2119485878
482	0.2119180346
483	0.2118545311
484	0.2118002367
485	0.2117647914
486	0.2117060028
487	0.2116647267
488	0.2116299321
489	0.2115807541
490	0.2115324314
491	0.2115028997
492	0.2114615967
493	0.2114171377
494	0.2113845861
495	0.2113635686
496	0.2113201121
497	0.211262285
498	0.2112217067
499	0.2111793143
500	0.2111230473
501	0.2110942465
502	0.2110262188
503	0.2109705796
504	0.2109181897
505	0.2108722177
506	0.2108315539
507	0.2107887347
508	0.2107472528
509	0.2107036771
510	0.2106774421
511	0.2106539904
512	0.2106235082
513	0.2105806498
514	0.210544682
515	0.2104933216
516	0.2104274254
517	0.2103906295
518	0.2103560414
519	0.2103190625
520	0.2102801721
521	0.2102222868
522	0.2101784301
523	0.2101582495
524	0.2101087193
525	0.2100718096
526	0.2100077406
527	0.2099801475
528	0.2099417344
529	0.2098985825
530	0.2098484093
531	0.2098021113
532	0.2097489928
533	0.2097085212
534	0.2096712114
535	0.2096477235
536	0.209607195
537	0.2095794156
538	0.2095696242
539	0.2095242116
540	0.2094806612
541	0.2094401825
542	0.2094039382
543	0.2093570274
544	0.2093136145
545	0.2092738919
546	0.2092483203
547	0.2091940975
548	0.2091614121
549	0.2091197716
550	0.2090884534
551	0.2090587399
552	0.2090102508
553	0.208967887
554	0.208924846
555	0.2088971968
556	0.2088589769
557	0.2088038835
558	0.2087628606
559	0.208728659
560	0.2087087663
561	0.2086565455
562	0.208618006
563	0.2085798968
564	0.2085351058
565	0.2085007264
566	0.2084364915
567	0.2084101329
568	0.2083374253
569	0.2083012983
570	0.2082503043
571	0.2082232483
572	0.2081584564
573	0.2081299106
574	0.2080800314
575	0.2080553646
576	0.2080238156
577	0.207982182
578	0.2079418001
579	0.2078932506
580	0.2078578319
581	0.2078236661
582	0.2077979739
583	0.2077385516
584	0.2076964748
585	0.2076400446
586	0.2076101007
587	0.2075838232
588	0.2075461678
589	0.2075102653
590	0.2074853613
591	0.2074540776
592	0.2074190652
593	0.2073925742
594	0.2073453892
595	0.2073117309
596	0.207284162
597	0.2072603094
598	0.2072311179
599	0.2071895717
600	0.2071488657
601	0.2071160339
602	0.2070963645
603	0.2070564612
604	0.2070086782
605	0.2069643647
606	0.2069420635
607	0.2068924369
608	0.2068799448
609	0.2068405085
610	0.2068133986
611	0.206771588
612	0.2067178252
613	0.2066687568
614	0.2066345882
615	0.2066045208
616	0.2065667011
617	0.206545035
618	0.2064925143
619	0.2064651423
620	0.2064366519
621	0.2064123811
622	0.2063602984
623	0.2063289371
624	0.2062979464
625	0.2062725173
626	0.2062242133
627	0.2061779599
628	0.2061509744
629	0.2061176079
630	0.2060914184
631	0.2060590996
632	0.2060364908
633	0.2060003239
634	0.205962714
635	0.2059244862
636	0.2058881021
637	0.2058449601
638	0.2058118731
639	0.20580148
640	0.2057815694
641	0.2057370858
642	0.2056891281
643	0.2056420517
644	0.2055961017
645	0.2055609511
646	0.2055425385
647	0.2054875729
648	0.2054515906
649	0.2054205572
650	0.2053849916
651	0.2053406279
652	0.2053085466
653	0.2052594864
654	0.2052155775
655	0.2051721102
656	0.2051449869
657	0.2050928328
658	0.2050527806
659	0.2049937647
660	0.2049506083
661	0.2048967026
662	0.2048591848
663	0.2048042097
664	0.204766679
665	0.2047223045
666	0.2046780554
667	0.2046367217
668	0.2046074587
669	0.2045596351
670	0.2045220266
671	0.2044651533
672	0.2044431813
673	0.2044164456
674	0.2043860979
675	0.2043476265
676	0.204327126
677	0.2042958692
678	0.2042624574
679	0.2042339016
680	0.2042158086
681	0.2041674302
682	0.2041181638
683	0.2040941331
684	0.2040655073
685	0.2040302343
686	0.2039950847
687	0.2039467486
688	0.2039108864
689	0.2038769615
690	0.2038583769
691	0.2038310115
692	0.2038066098
693	0.2037795216
694	0.2037452479
695	0.2036968864
696	0.203662612
697	0.203632001
698	0.203609974
699	0.2035824574
700	0.2035477514
701	0.2035173131
702	0.20348507
703	0.2034456444
704	0.2034320865
705	0.2034059101
706	0.2033827824
707	0.2033552929
708	0.2033095382
709	0.2032760185
710	0.2032349705
711	0.2032026122
712	0.2031783367
713	0.2031309947
714	0.2031058701
715	0.2030705919
716	0.2030168348
717	0.2029674179
718	0.20294352
719	0.2029114931
720	0.202883916
721	0.2028605411
722	0.2028102022
723	0.2027743568
724	0.2027333232
725	0.2026803413
726	0.2026327202
727	0.2026032905
728	0.202569339
729	0.2025362934
730	0.2025142768
731	0.2024933195
732	0.2024606072
733	0.2024178099
734	0.2023768325
735	0.2023496065
736	0.2023092889
737	0.2022734884
738	0.2022493094
739	0.2022113154
740	0.2021555734
741	0.2021164118
742	0.2020772183
743	0.2020417079
744	0.2020025742
745	0.2019792256
746	0.20194309
747	0.2018924493
748	0.2018620683
749	0.2018193883
750	0.20177422
751	0.2017331575
752	0.2017048223
753	0.2016565998
754	0.20161915
755	0.2015878492
756	0.2015742585
757	0.2015379575
758	0.2014996505
759	0.2014717658
760	0.2014484587
761	0.2014166657
762	0.2013879373
763	0.201367242
764	0.2013521668
765	0.2013103898
766	0.2012991816
767	0.2012506243
768	0.2012181415
769	0.2011835406
770	0.2011375492
771	0.2011110205
772	0.2010844482
773	0.2010459237
774	0.2010189379
775	0.2009852625
776	0.2009512776
777	0.2009286297
778	0.2008954632
779	0.2008475107
780	0.2008035413
781	0.2007796072
782	0.2007608885
783	0.200717217
784	0.2006686624
785	0.2006358971
786	0.200591681
787	0.2005745811
788	0.200550219
789	0.2005240166
790	0.2004993364
791	0.2004746688
792	0.2004384015
793	0.2003985705
794	0.2003520886
795	0.2003224686
796	0.2002837973
797	0.2002589561
798	0.2002309384
799	0.2001906398
800	0.2001694293
801	0.2001107513
802	0.2000724838
803	0.2000357418
804	0.2000136141
805	0.1999539513
806	0.1999196529
807	0.1999017055
808	0.1998821725
809	0.1998586234
810	0.1998304164
811	0.19981516
812	0.1997927447
813	0.199760681
814	0.1997289099
815	0.1996983496
816	0.199664437
817	0.1996253889
818	0.199592522
819	0.1995677318
820	0.1995348792
821	0.1995055352
822	0.1994794348
823	0.1994564296
824	0.1994185168
825	0.1993916118
826	0.199358059
827	0.1993090584
828	0.1992813753
829	0.1992429671
830	0.1991948701
831	0.1991495781
832	0.1991153308
833	0.1990944164
834	0.1990762295
835	0.1990470598
836	0.1990273217
837	0.1989738711
838	0.198940632
839	0.1989247337
840	0.1988840909
841	0.1988465165
842	0.1988020366
843	0.1987724068
844	0.1987403096
845	0.1987125304
846	0.1986909748
847	0.1986651796
848	0.1986321632
849	0.1986009874
850	0.1985745894
851	0.198550014
852	0.1985395111
853	0.1985145427
854	0.1984851568
855	0.1984673157
856	0.1984358901
857	0.1984012588
858	0.1983801538
859	0.1983466283
860	0.1983298924
861	0.1983000512
862	0.1982683322
863	0.1982413678
864	0.1982087139
865	0.1981874657
866	0.1981589989
867	0.1981372886
868	0.1981112457
869	0.198080761
870	0.1980442012
871	0.1980073626
872	0.1979810328
873	0.1979529621
874	0.1979235197
875	0.1979004097
876	0.197887335
877	0.1978579462
878	0.1978309772
879	0.1978135728
880	0.1977927131
881	0.1977529751
882	0.1977127138
883	0.1976847936
884	0.1976566744
885	0.1976039799
886	0.1975785559
887	0.1975606097
888	0.1975359254
889	0.1974925277
890	0.1974759091
891	0.1974471784
892	0.1974084864
893	0.1973943072
894	0.197363791
895	0.1973439705
896	0.1973102136
897	0.197275119
898	0.1972415717
899	0.197219765
900	0.1971954276
901	0.197161556
902	0.197143031
903	0.1971195214
904	0.1970862472
905	0.197059481
906	0.1970355093
907	0.1970060901
908	0.1969601299
909	0.1969262932
910	0.1968841522
911	0.1968551153
912	0.1968069167
913	0.1967826082
914	0.1967653375
915	0.1967219949
916	0.1967004627
917	0.1966737585
918	0.1966313161
919	0.1965903543
920	0.1965577223
921	0.1965442567
922	0.1965265642
923	0.196481179
924	0.196462548
925	0.1964228462
926	0.1963954322
927	0.196366955
928	0.1963376781
929	0.1963140033
930	0.1962711585
931	0.1962197238
932	0.1961922975
933	0.1961645108
934	0.1961330792
935	0.196095947
936	0.196073969
937	0.1960419636
938	0.1960144879
939	0.1959905517
940	0.1959694447
941	0.1959391529
942	0.195900781
943	0.1958641747
944	0.1958345908
945	0.1958107714
946	0.1957780953
947	0.1957547859
948	0.1957181597
949	0.1956917172
950	0.1956827973
951	0.1956577337
952	0.1956339641
953	0.195627192
954	0.1955892485
955	0.195561586
956	0.1955320208
957	0.1955037468
958	0.1954844957
959	0.1954523622
960	0.1954349039
961	0.1954163081
962	0.1954050877
963	0.1953744154
964	0.1953441156
965	0.1953246508
966	0.195308394
967	0.1952794312
968	0.1952600951
969	0.1952343547
970	0.1952088139
971	0.1951813871
972	0.1951552157
973	0.1951255196
974	0.1951020435
975	0.1950759283
976	0.1950646473
977	0.195039025
978	0.1950049144
979	0.1949793672
980	0.1949435927
981	0.1949171575
982	0.1949034368
983	0.1948547804
984	0.1948391513
985	0.1948114323
986	0.194785691
987	0.1947606421
988	0.1947437066
989	0.1947206258
990	0.194697017
991	0.1946675227
992	0.1946415476
993	0.1946039843
994	0.1945753514
995	0.1945314782
996	0.1944953187
997	0.194477985
998	0.1944527309
999	0.1944373836
